time;I(C2);I(XQ1:E);I(XQ2:E);I(XQ3:E);I(XQ4:E);P(R2);V(/dc_plus);user0;
0.881354;-11.4214;486.676;-0.000305355;486.676;-0.000305355;41728.7;1291.96;-1294.42;
0.88139;-11.3614;477.82;-0.000299505;477.82;-0.000299505;41790.6;1292.91;-1295.37;
0.88146;-11.132;461.19;-0.000288407;461.19;-0.000288407;41910.9;1294.77;-1297.21;
0.881601;-10.2582;428.101;-0.000266056;428.101;-0.000266055;42138.2;1298.28;-1300.68;
0.881883;-7.03351;362.768;-0.000220962;362.768;-0.000220962;42539;1304.44;-1306.76;
0.882376;2.26609;251.523;-0.000141696;251.523;-0.000141696;43063.9;1312.46;-1314.66;
0.882868;14.5854;143.105;-6.2262e-05;143.105;-6.22621e-05;43360.5;1316.97;-1319.03;
0.883465;30.7733;15.4611;3.34213e-05;15.4611;3.34214e-05;43416.3;1317.82;-1319.61;
0.88374;38.1585;0.00132977;6.43219e-05;0.00132977;6.43219e-05;43364.8;1317.04;-1318.13;
0.884079;46.7425;-4.24846e-05;9.47107e-05;-4.24845e-05;9.47107e-05;43275.1;1315.68;-1314.81;
0.884399;54.1287;-6.56809e-05;0.000122727;-6.56811e-05;0.000122726;43175;1314.15;-1310.15;
0.884978;65.289;-0.000108476;0.000172791;-0.000108476;0.000172791;42970.8;1311.04;-1297.96;
0.885978;76.8923;-0.000183855;0.000255681;-0.000183855;0.000255681;42576.5;1305.01;-1265.66;
0.886978;78.2114;-0.0002602;0.000332787;-0.0002602;0.000332787;42163.2;1298.66;-1219.44;
0.887978;69.4451;-0.00033649;0.000403227;-0.00033649;0.000403227;41767.6;1292.56;-1159.8;
0.888978;51.7212;-0.000411643;0.000466668;-0.000411643;0.000466667;41424.1;1287.23;-1087.41;
0.889978;27.0356;-0.000484237;0.000523004;-0.000484237;0.000523004;41161.1;1283.14;-1003.05;
0.890978;-1.94346;-0.000552687;0.000572406;-0.000552687;0.000572406;40998;1280.59;-907.663;
0.891978;-32.1525;-0.000615339;0.00061523;-0.000615339;0.00061523;40944.2;1279.75;-802.29;
0.892978;-60.4531;-0.000670583;0.000651926;-0.000670583;0.000651925;40997.6;1280.59;-688.092;
0.893978;-83.9557;-0.000716967;0.000682933;-0.000716967;0.000682933;41145.8;1282.9;-566.325;
0.894978;-100.313;-0.000753299;0.000708593;-0.000753299;0.000708593;41367;1286.34;-438.328;
0.895978;-107.954;-0.000778727;0.000729077;-0.000778727;0.000729077;41632.2;1290.46;-305.51;
0.896978;-106.232;-0.00079279;0.00074434;-0.00079279;0.00074434;41908.1;1294.73;-169.331;
0.897978;-95.4766;-0.00079544;0.000754108;-0.00079544;0.000754108;42160.5;1298.62;-31.289;
0.898978;-76.9453;-0.000787024;0.000757896;-0.000787024;0.000757896;42358.1;1301.66;107.097;
0.899978;-52.6757;-0.00076824;0.000755059;-0.00076824;0.000755059;42475.4;1303.46;244.304;
0.900978;-25.2645;-0.000740059;0.000744862;-0.000740059;0.000744862;42495.8;1303.78;378.825;
0.901978;2.41019;-0.000703637;0.000726571;-0.000703637;0.000726571;42413.2;1302.51;509.178;
0.902978;27.4902;-0.000660213;0.00069955;-0.000660213;0.00069955;42232.7;1299.73;633.93;
0.903978;47.4322;-0.000611005;0.000663356;-0.000611005;0.000663356;41969.6;1295.68;751.709;
0.904978;60.2643;-0.000557128;0.000617813;-0.000557128;0.000617813;41647.5;1290.7;861.219;
0.905978;64.7807;-0.000499519;0.000563077;-0.000499519;0.000563077;41295.9;1285.24;961.256;
0.906978;60.6531;-0.000438901;0.000499662;-0.000438901;0.000499662;40946.2;1279.78;1050.72;
0.907978;48.4504;-0.000375765;0.000428441;-0.000375765;0.000428441;40628.9;1274.82;1128.62;
0.908978;29.5651;-0.00031039;0.000350613;-0.00031039;0.000350613;40370.5;1270.76;1194.11;
0.909978;6.05622;-0.000242885;0.000267643;-0.000242885;0.000267643;40190.6;1267.92;1246.47;
0.91057;-8.23058;-0.000228425;86.8137;-0.000228437;86.8137;40263.7;1269.07;1271.04;
0.910805;-12.3943;-0.00040068;719.949;-0.000400678;719.949;40750.4;1276.72;1279.44;
0.910893;-13.5855;-0.000392171;618.568;-0.000392171;618.568;40944.5;1279.76;1282.37;
0.910932;-14.0488;-0.000369635;582.235;-0.000369635;582.235;41029.9;1281.09;1283.66;
0.910954;-14.2815;-0.000361707;569.627;-0.000361707;569.627;41076;1281.81;1284.37;
0.910975;-14.4874;-0.000356587;561.5;-0.000356587;561.5;41119.2;1282.49;1285.04;
0.911017;-14.8529;-0.000349028;549.577;-0.000349028;549.577;41204.3;1283.81;1286.35;
0.911101;-15.4032;-0.000335855;529.016;-0.000335855;529.016;41369.6;1286.38;1288.9;
0.911252;-15.8146;-0.00031214;492.589;-0.00031214;492.589;41652.8;1290.78;1293.25;
0.911554;-14.6098;-0.000264052;420.707;-0.000264052;420.707;42158.7;1298.59;1300.99;
0.912048;-7.938;-0.000184968;307.129;-0.000184968;307.129;42806.5;1308.53;1310.8;
0.912608;4.56178;-9.45264e-05;182.104;-9.45264e-05;182.104;43268.2;1315.57;1317.68;
0.913169;19.6184;-4.11873e-06;60.1217;-4.11873e-06;60.1217;43433.5;1318.08;1320;
0.913498;28.7667;4.51252e-05;1.33323;4.51252e-05;1.33323;43403.5;1317.63;1319.24;
0.913722;34.8673;6.69869e-05;0.000111413;6.69869e-05;0.000111413;43355.7;1316.9;1317.82;
0.91399;41.81;9.05699e-05;-4.15768e-05;9.05702e-05;-4.15766e-05;43285.4;1315.83;1315.16;
0.914267;48.4893;0.000115084;-6.1731e-05;0.000115085;-6.17307e-05;43203.1;1314.58;1311.32;
0.914821;59.9949;0.000163349;-0.000102496;0.00016335;-0.000102496;43018.1;1311.76;1300.32;
0.915821;73.5288;0.000247051;-0.000177416;0.000247051;-0.000177415;42639.2;1305.97;1269.39;
0.916821;77.0635;0.000325155;-0.000253304;0.000325156;-0.000253304;42233.6;1299.75;1224.49;
0.917821;70.5852;0.000396696;-0.000329194;0.000396696;-0.000329194;41837.4;1293.64;1166.12;
0.918821;54.9911;0.00046126;-0.000404075;0.000461261;-0.000404075;41485.2;1288.18;1094.93;
0.919821;32.0621;0.000518669;-0.000476594;0.000518669;-0.000476594;41206.4;1283.84;1011.69;
0.920821;4.29221;0.000569028;-0.000545214;0.000569028;-0.000545214;41022.5;1280.98;917.319;
0.921821;-25.3707;0.000612652;-0.000608313;0.000612652;-0.000608313;40944.6;1279.76;812.86;
0.922821;-53.8335;0.000649967;-0.000664289;0.000649968;-0.000664289;40973.4;1280.21;699.46;
0.923821;-78.1783;0.000681417;-0.000711674;0.000681417;-0.000711674;41098.9;1282.17;578.367;
0.924821;-95.9599;0.000707367;-0.000749235;0.000707368;-0.000749235;41301.5;1285.33;450.91;
0.925821;-105.45;0.000728031;-0.000776059;0.000728031;-0.000776059;41554;1289.25;318.494;
0.926821;-105.806;0.000743421;-0.000791613;0.000743421;-0.000791613;41824.5;1293.44;182.575;
0.927821;-97.1377;0.000753325;-0.000795767;0.000753325;-0.000795767;42079.3;1297.37;44.647;
0.928821;-80.4875;0.00075732;-0.00078879;0.00075732;-0.00078879;42286.6;1300.56;-93.7719;
0.929821;-57.7026;0.000754814;-0.000771306;0.000754814;-0.000771306;42420.1;1302.61;-231.159;
0.930821;-31.233;0.000745111;-0.000744232;0.000745111;-0.000744232;42461.1;1303.24;-366.004;
0.931821;-3.86851;0.000727498;-0.000708685;0.000727498;-0.000708686;42401.5;1302.33;-496.823;
0.932821;21.5544;0.000701336;-0.000665889;0.000701336;-0.000665889;42243.8;1299.9;-622.176;
0.933821;42.4461;0.000666158;-0.00061707;0.000666158;-0.00061707;42000.8;1296.16;-740.686;
0.934821;56.727;0.000621746;-0.000563369;0.000621746;-0.000563369;41694.3;1291.42;-851.048;
0.935821;63.0335;0.000568196;-0.00050577;0.000568196;-0.00050577;41352;1286.11;-952.049;
0.936821;60.8471;0.000505953;-0.00044505;0.000505953;-0.00044505;41004.7;1280.7;-1042.58;
0.937821;50.534;0.000435818;-0.000381761;0.000435818;-0.000381761;40682.8;1275.66;-1121.64;
0.938821;33.2924;0.00035892;-0.000316241;0.00035892;-0.000316242;40413.4;1271.43;-1188.36;
0.939821;11.0161;0.000276668;-0.00024865;0.000276667;-0.00024865;40217.4;1268.34;-1242.01;
0.940457;-4.76865;8.83069;-0.000206917;8.83069;-0.000206904;40151.7;1267.31;-1269.05;
0.9407;-9.33543;731.87;-0.000405016;731.87;-0.000405018;40651.1;1275.17;-1277.9;
0.940791;-10.6643;633.763;-0.000399429;633.763;-0.000399429;40854.3;1278.35;-1280.98;
0.940836;-11.2401;593.313;-0.000375098;593.313;-0.000375098;40953.9;1279.9;-1282.49;
0.940861;-11.5164;580.059;-0.000366771;580.059;-0.000366771;41005.4;1280.71;-1283.28;
0.940884;-11.7625;571.465;-0.000361364;571.465;-0.000361364;41054.1;1281.47;-1284.03;
0.940926;-12.1568;559.845;-0.000354012;559.845;-0.000354012;41140.4;1282.82;-1285.36;
0.94101;-12.7621;539.254;-0.000340853;539.254;-0.000340853;41308.4;1285.43;-1287.96;
0.941174;-13.2739;499.431;-0.000314971;499.431;-0.000314971;41620.4;1290.28;-1292.76;
0.941504;-11.8911;421.164;-0.000262566;421.164;-0.000262566;42172.8;1298.81;-1301.2;
0.94198;-5.28066;311.654;-0.000186198;311.654;-0.000186198;42797.9;1308.4;-1310.67;
0.942504;6.4244;194.887;-0.000101714;194.887;-0.000101713;43242.1;1315.17;-1317.3;
0.943066;21.578;72.2871;-1.09134e-05;72.2871;-1.09134e-05;43430.9;1318.04;-1319.98;
0.943397;30.8419;6.85372;4.05596e-05;6.85372;4.05596e-05;43407.6;1317.69;-1319.42;
0.943635;37.3544;0.0015171;6.55051e-05;0.0015171;6.55051e-05;43357;1316.92;-1318.03;
0.943912;44.5343;-3.92702e-05;9.00499e-05;-3.92698e-05;9.00502e-05;43282.6;1315.79;-1315.38;
0.944219;51.8931;-6.15744e-05;0.000117157;-6.15746e-05;0.000117157;43188.1;1314.35;-1311.13;
0.944791;63.486;-0.000103743;0.000166879;-0.000103743;0.000166879;42989.9;1311.33;-1299.6;
0.945791;76.1884;-0.000178881;0.000250252;-0.000178882;0.000250251;42599.8;1305.37;-1268.25;
0.946791;78.6422;-0.00025504;0.000327915;-0.00025504;0.000327915;42186.7;1299.03;-1222.94;
0.947791;70.9415;-0.000331224;0.000398947;-0.000331224;0.000398947;41787.2;1292.86;-1164.18;
0.948791;54.1097;-0.00040638;0.000462975;-0.00040638;0.000462975;41436.4;1287.42;-1092.61;
0.949791;30.0546;-0.000479114;0.000519862;-0.000479114;0.000519862;41163.3;1283.17;-1009.03;
0.950791;1.38459;-0.000547854;0.000569753;-0.000547855;0.000569753;40988.5;1280.45;-914.345;
0.951791;-28.8636;-0.000610952;0.000612995;-0.000610952;0.000612994;40922.6;1279.41;-809.602;
0.952791;-57.5416;-0.000666788;0.000650033;-0.000666789;0.000650033;40964.6;1280.07;-695.955;
0.953791;-81.7154;-0.000713893;0.000681318;-0.000713893;0.000681318;41103.4;1282.24;-574.651;
0.954791;-98.9637;-0.000751043;0.00070721;-0.000751044;0.00070721;41318;1285.58;-447.027;
0.955791;-107.62;-0.00077735;0.000727906;-0.00077735;0.000727905;41580.1;1289.65;-314.485;
0.956791;-106.93;-0.00079231;0.000743389;-0.00079231;0.000743389;41856.6;1293.93;-178.484;
0.957791;-97.1184;-0.000795836;0.000753414;-0.000795836;0.000753414;42113.4;1297.9;-40.5193;
0.958791;-79.3451;-0.000788236;0.000757523;-0.000788236;0.000757523;42318.6;1301.05;97.8909;
0.959791;-55.5732;-0.000770177;0.000755088;-0.000770177;0.000755088;42445.8;1303.01;235.224;
0.960791;-28.3523;-0.00074261;0.000745383;-0.00074261;0.000745383;42477.4;1303.49;369.97;
0.961791;-0.54584;-0.00070668;0.000727673;-0.00070668;0.000727673;42406.2;1302.4;500.647;
0.962791;24.9691;-0.000663625;0.00070131;-0.000663625;0.00070131;42235.8;1299.78;625.816;
0.963791;45.5993;-0.000614675;0.000665827;-0.000614675;0.000665827;41980.7;1295.85;744.101;
0.964791;59.2978;-0.000560964;0.00062102;-0.000560964;0.00062102;41663.8;1290.95;854.201;
0.965791;64.7664;-0.000503456;0.000567009;-0.000503455;0.000567009;41313.7;1285.52;954.905;
0.966791;61.5772;-0.000442899;0.00050427;-0.000442899;0.00050427;40962.2;1280.03;1045.1;
0.967791;50.2025;-0.000379814;0.000433642;-0.000379813;0.000433642;40639.9;1274.99;1123.81;
0.968791;31.9513;-0.000314502;0.000356291;-0.000314502;0.000356291;40373.8;1270.81;1190.15;
0.969791;8.82028;-0.000247092;0.000273661;-0.000247092;0.000273661;40184.5;1267.83;1243.4;
0.970411;-6.59431;-0.000216042;39.259;-0.000216054;39.259;40175.8;1267.69;1269.56;
0.97065;-11.0584;-0.00040532;731.458;-0.000405317;731.458;40672.7;1275.5;1278.24;
0.97074;-12.3583;-0.000398086;629.213;-0.000398086;629.213;40873.6;1278.65;1281.27;
0.97078;-12.8652;-0.00037503;591.626;-0.00037503;591.626;40961.7;1280.03;1282.61;
0.970803;-13.1219;-0.000366817;578.55;-0.000366817;578.55;41009.4;1280.77;1283.34;
0.970824;-13.3505;-0.000361545;570.166;-0.000361545;570.166;41054.3;1281.47;1284.03;
0.970867;-13.7584;-0.000353817;557.945;-0.000353817;557.945;41142.5;1282.85;1285.39;
0.970953;-14.3823;-0.000340351;536.868;-0.000340351;536.868;41314.1;1285.52;1288.04;
0.971104;-14.888;-0.000316582;500.266;-0.000316582;500.266;41601.9;1289.99;1292.47;
0.971407;-13.8322;-0.000268371;428.049;-0.000268371;428.049;42116.7;1297.95;1300.35;
0.971887;-7.56487;-0.000191535;317.487;-0.000191535;317.487;42761.3;1307.84;1310.12;
0.972443;4.66185;-0.000101864;193.355;-0.000101864;193.355;43241.7;1315.17;1317.29;
0.973;19.6476;-1.19394e-05;71.9239;-1.19394e-05;71.9239;43430.6;1318.04;1319.98;
0.973329;28.8701;3.91645e-05;6.99063;3.91645e-05;6.99063;43409.9;1317.72;1319.45;
0.973567;35.4287;6.42025e-05;0.0015641;6.42025e-05;0.0015641;43361;1316.98;1318.09;
0.973842;42.6378;8.8679e-05;-3.91415e-05;8.86791e-05;-3.91417e-05;43288.8;1315.88;1315.49;
0.97415;50.0798;0.000115819;-6.14231e-05;0.000115819;-6.14232e-05;43196.5;1314.48;1311.28;
0.974716;61.7641;0.000165091;-0.00010308;0.000165091;-0.00010308;43004.2;1311.55;1299.98;
0.975716;75.0003;0.000248666;-0.00017807;0.000248666;-0.00017807;42619.5;1305.67;1268.84;
0.976716;78.0987;0.000326584;-0.00025406;0.000326585;-0.00025406;42209.5;1299.38;1223.74;
0.977716;71.0874;0.000397898;-0.000330073;0.000397898;-0.000330073;41810.6;1293.22;1165.18;
0.978716;54.9183;0.00046221;-0.000405079;0.00046221;-0.000405079;41457.8;1287.75;1093.8;
0.979716;31.4316;0.000519361;-0.000477706;0.000519362;-0.000477706;41180.5;1283.44;1010.4;
0.980716;3.17868;0.000569478;-0.0005464;0.000569479;-0.0005464;40999.9;1280.62;915.875;
0.981716;-26.8443;0.000612891;-0.000609523;0.000612891;-0.000609523;40926.8;1279.48;811.279;
0.982716;-55.5092;0.00065004;-0.000665464;0.00065004;-0.000665464;40961.5;1280.02;697.758;
0.983716;-79.8796;0.000681374;-0.000712748;0.000681374;-0.000712748;41093.2;1282.08;576.562;
0.984716;-97.5108;0.000707261;-0.000750146;0.000707261;-0.000750146;41301.7;1285.33;449.024;
0.985716;-106.693;0.000727908;-0.00077675;0.000727908;-0.00077675;41559.4;1289.33;316.547;
0.986716;-106.617;0.000743318;-0.00079204;0.000743318;-0.00079204;41833.7;1293.58;180.588;
0.987716;-97.4408;0.000753266;-0.000795904;0.000753266;-0.000795905;42090.5;1297.54;42.6418;
0.988716;-80.2593;0.000757312;-0.000788629;0.000757312;-0.000788629;42298;1300.74;-95.7731;
0.989716;-56.9752;0.000754847;-0.000770859;0.000754847;-0.000770859;42429.5;1302.76;-233.134;
0.990716;-30.0894;0.00074516;-0.000743529;0.00074516;-0.000743529;42467.1;1303.34;-367.931;
0.991716;-2.43343;0.000727525;-0.000707771;0.000727525;-0.000707771;42402.6;1302.35;-498.681;
0.992716;23.1283;0.000701296;-0.000664818;0.000701296;-0.000664818;42239.3;1299.83;-623.945;
0.993716;43.9944;0.000666003;-0.000615902;0.000666003;-0.000615902;41990.5;1296;-742.346;
0.994716;58.0906;0.000621431;-0.000562164;0.000621431;-0.000562164;41678.7;1291.18;-852.581;
0.995716;64.0748;0.000567685;-0.000504581;0.000567685;-0.000504581;41332;1285.8;-953.437;
0.996716;61.4642;0.000505222;-0.00044392;0.000505222;-0.00044392;40981.8;1280.34;-1043.81;
0.997716;50.6703;0.000434858;-0.000380718;0.000434858;-0.000380719;40658.7;1275.28;-1122.69;
0.998716;32.942;0.000357742;-0.000315299;0.000357742;-0.000315299;40389.8;1271.06;-1189.23;
0.999716;10.2233;0.000275296;-0.000247804;0.000275296;-0.000247804;40196.1;1268.01;-1242.68;
1;3.03229;0.000250178;-0.000227413;0.000250178;-0.000227413;40156.1;1267.38;-1255.39;
